product_name,product_category,price,stock_quantity,supplier_name,supplier_email,supplier_phone,supplier_country
Холодильник 840,Побутова хімія,4249.31,862,XiNetwork 2,supplier39@trade.com,+380968192167,Франція
Смартфон 841,Іграшки,1641.84,922,TechSupply UA 3,supplier40@trade.com,+380771593929,Китай
Ноутбук 842,Іграшки,1246.27,104,EcoGoods Ltd 3,supplier41@trade.com,+380584495002,США
Футболка 843,Авто,3997.0,404,GlobalMart 3,supplier42@trade.com,+380593874830,Україна
Джинси 844,Продукти харчування,3263.57,856,ProTrade Co 3,supplier43@trade.com,+380704729251,Німеччина
Кавоварка 845,Одяг,1485.24,173,FastDelivery 3,supplier44@trade.com,+380529812884,Німеччина
Навушники 846,Книги,1358.42,89,MegaStock 3,supplier45@trade.com,+380842976506,Польща
Книга «847»,Електроніка,2891.71,132,AlphaWholesale 3,supplier46@trade.com,+380904252705,США
Крісло 848,Косметика,1630.15,424,BetaDistrib 3,supplier47@trade.com,+380856102592,Франція
Велосипед 849,Авто,883.36,807,GammaTrade 3,supplier48@trade.com,+380708531027,Франція
Помада 850,Книги,4218.22,281,DeltaGoods 3,supplier49@trade.com,+380760529437,Польща
Шампунь 851,Іграшки,1454.26,622,TechSupply UA,supplier0@trade.com,+380607368827,Німеччина
Чай 852,Авто,4941.61,749,EcoGoods Ltd,supplier1@trade.com,+380835207186,Китай
Кросівки 853,Спорт та відпочинок,3318.63,580,GlobalMart,supplier2@trade.com,+380654527617,Туреччина
Планшет 854,Продукти харчування,567.46,587,ProTrade Co,supplier3@trade.com,+380526910219,Україна
Монітор 855,Косметика,3210.23,305,FastDelivery,supplier4@trade.com,+380820334794,США
Клавіатура 856,Меблі,4041.72,979,MegaStock,supplier5@trade.com,+380796034115,Туреччина
Мишка 857,Електроніка,605.27,965,AlphaWholesale,supplier6@trade.com,+380723396513,Туреччина
Рюкзак 858,Косметика,1226.77,285,BetaDistrib,supplier7@trade.com,+380716006248,Польща
Куртка 859,Продукти харчування,4568.7,736,GammaTrade,supplier8@trade.com,+380820938217,Німеччина
Холодильник 860,Одяг,1204.91,58,DeltaGoods,supplier9@trade.com,+380908652236,Китай
Смартфон 861,Продукти харчування,1014.7,744,EpsilonMarket,supplier10@trade.com,+380652406182,Польща
Ноутбук 862,Книги,3940.12,900,ZetaSupply,supplier11@trade.com,+380856596362,Польща
Футболка 863,Одяг,1023.73,393,EtaCommerce,supplier12@trade.com,+380699872406,Польща
Джинси 864,Побутова хімія,2167.49,201,ThetaLogistics,supplier13@trade.com,+380886668904,Туреччина
Кавоварка 865,Побутова хімія,2718.02,530,IotaRetail,supplier14@trade.com,+380683112911,Україна
Навушники 866,Спорт та відпочинок,1700.47,816,KappaStore,supplier15@trade.com,+380919132737,Німеччина
Книга «867»,Меблі,582.92,478,LambdaHub,supplier16@trade.com,+380644186980,Китай
Крісло 868,Книги,4108.32,65,MuDistrib,supplier17@trade.com,+380586116144,Китай
Велосипед 869,Іграшки,632.72,576,NuSupplies,supplier18@trade.com,+380532206979,Франція
Помада 870,Електроніка,1555.57,88,XiNetwork,supplier19@trade.com,+380966001638,США
Шампунь 871,Іграшки,1974.41,202,TechSupply UA 2,supplier20@trade.com,+380788633570,Китай
Чай 872,Авто,4097.92,819,EcoGoods Ltd 2,supplier21@trade.com,+380559889261,Китай
Кросівки 873,Авто,2138.37,805,GlobalMart 2,supplier22@trade.com,+380513528495,Україна
Планшет 874,Спорт та відпочинок,4686.99,994,ProTrade Co 2,supplier23@trade.com,+380929971814,Німеччина
Монітор 875,Книги,3455.67,539,FastDelivery 2,supplier24@trade.com,+380502216650,Німеччина
Клавіатура 876,Електроніка,178.24,811,MegaStock 2,supplier25@trade.com,+380760427643,Польща
Мишка 877,Електроніка,2954.54,209,AlphaWholesale 2,supplier26@trade.com,+380552199659,США
Рюкзак 878,Одяг,1088.77,586,BetaDistrib 2,supplier27@trade.com,+380945500034,Україна
Куртка 879,Іграшки,615.73,45,GammaTrade 2,supplier28@trade.com,+380823575860,Україна
Холодильник 880,Меблі,1187.97,416,DeltaGoods 2,supplier29@trade.com,+380616445110,Китай
Смартфон 881,Спорт та відпочинок,2548.73,619,EpsilonMarket 2,supplier30@trade.com,+380633121802,Туреччина
Ноутбук 882,Одяг,1960.67,227,ZetaSupply 2,supplier31@trade.com,+380902140937,Туреччина
Футболка 883,Спорт та відпочинок,825.06,129,EtaCommerce 2,supplier32@trade.com,+380690148601,Франція
Джинси 884,Книги,1762.62,501,ThetaLogistics 2,supplier33@trade.com,+380522112846,Україна
Кавоварка 885,Побутова хімія,4281.64,932,IotaRetail 2,supplier34@trade.com,+380712493577,Україна
Навушники 886,Косметика,2530.75,332,KappaStore 2,supplier35@trade.com,+380837915176,Німеччина
Книга «887»,Спорт та відпочинок,247.6,224,LambdaHub 2,supplier36@trade.com,+380986783818,США
Крісло 888,Авто,1828.15,684,MuDistrib 2,supplier37@trade.com,+380979992880,Китай
Велосипед 889,Меблі,538.97,15,NuSupplies 2,supplier38@trade.com,+380550874078,Україна
Помада 890,Меблі,3439.27,509,XiNetwork 2,supplier39@trade.com,+380968192167,Франція
Шампунь 891,Авто,3993.85,158,TechSupply UA 3,supplier40@trade.com,+380771593929,Китай
Чай 892,Книги,4285.74,496,EcoGoods Ltd 3,supplier41@trade.com,+380584495002,США
Кросівки 893,Побутова хімія,3452.03,389,GlobalMart 3,supplier42@trade.com,+380593874830,Україна
Планшет 894,Косметика,1294.93,291,ProTrade Co 3,supplier43@trade.com,+380704729251,Німеччина
Монітор 895,Побутова хімія,3161.52,676,FastDelivery 3,supplier44@trade.com,+380529812884,Німеччина
Клавіатура 896,Авто,1761.16,908,MegaStock 3,supplier45@trade.com,+380842976506,Польща
Мишка 897,Спорт та відпочинок,2644.38,44,AlphaWholesale 3,supplier46@trade.com,+380904252705,США
Рюкзак 898,Книги,1266.99,718,BetaDistrib 3,supplier47@trade.com,+380856102592,Франція
Куртка 899,Авто,1439.58,65,GammaTrade 3,supplier48@trade.com,+380708531027,Франція
Холодильник 900,Книги,4650.45,639,DeltaGoods 3,supplier49@trade.com,+380760529437,Польща
Смартфон 901,Меблі,2395.9,775,TechSupply UA,supplier0@trade.com,+380607368827,Німеччина
Ноутбук 902,Електроніка,102.27,689,EcoGoods Ltd,supplier1@trade.com,+380835207186,Китай
Футболка 903,Продукти харчування,4525.37,944,GlobalMart,supplier2@trade.com,+380654527617,Туреччина
Джинси 904,Одяг,4652.82,720,ProTrade Co,supplier3@trade.com,+380526910219,Україна
Кавоварка 905,Меблі,4205.85,477,FastDelivery,supplier4@trade.com,+380820334794,США
Навушники 906,Побутова хімія,4855.35,427,MegaStock,supplier5@trade.com,+380796034115,Туреччина
Книга «907»,Спорт та відпочинок,119.98,875,AlphaWholesale,supplier6@trade.com,+380723396513,Туреччина
Крісло 908,Спорт та відпочинок,1319.77,123,BetaDistrib,supplier7@trade.com,+380716006248,Польща
Велосипед 909,Косметика,509.64,241,GammaTrade,supplier8@trade.com,+380820938217,Німеччина
Помада 910,Іграшки,1730.23,383,DeltaGoods,supplier9@trade.com,+380908652236,Китай
Шампунь 911,Побутова хімія,3630.03,361,EpsilonMarket,supplier10@trade.com,+380652406182,Польща
Чай 912,Меблі,3074.66,697,ZetaSupply,supplier11@trade.com,+380856596362,Польща
Кросівки 913,Авто,586.63,953,EtaCommerce,supplier12@trade.com,+380699872406,Польща
Планшет 914,Продукти харчування,418.36,367,ThetaLogistics,supplier13@trade.com,+380886668904,Туреччина
Монітор 915,Спорт та відпочинок,2382.58,395,IotaRetail,supplier14@trade.com,+380683112911,Україна
Клавіатура 916,Іграшки,936.85,465,KappaStore,supplier15@trade.com,+380919132737,Німеччина
Мишка 917,Іграшки,1545.9,986,LambdaHub,supplier16@trade.com,+380644186980,Китай
Рюкзак 918,Косметика,3729.14,568,MuDistrib,supplier17@trade.com,+380586116144,Китай
Куртка 919,Продукти харчування,2270.99,792,NuSupplies,supplier18@trade.com,+380532206979,Франція
Холодильник 920,Побутова хімія,473.66,855,XiNetwork,supplier19@trade.com,+380966001638,США
Смартфон 921,Побутова хімія,1007.75,32,TechSupply UA 2,supplier20@trade.com,+380788633570,Китай
Ноутбук 922,Побутова хімія,4462.95,545,EcoGoods Ltd 2,supplier21@trade.com,+380559889261,Китай
Футболка 923,Меблі,2610.07,565,GlobalMart 2,supplier22@trade.com,+380513528495,Україна
Джинси 924,Електроніка,4154.68,991,ProTrade Co 2,supplier23@trade.com,+380929971814,Німеччина
Кавоварка 925,Спорт та відпочинок,4115.43,206,FastDelivery 2,supplier24@trade.com,+380502216650,Німеччина
Навушники 926,Одяг,2842.81,216,MegaStock 2,supplier25@trade.com,+380760427643,Польща
Книга «927»,Одяг,173.68,489,AlphaWholesale 2,supplier26@trade.com,+380552199659,США
Крісло 928,Косметика,4851.56,6,BetaDistrib 2,supplier27@trade.com,+380945500034,Україна
Велосипед 929,Іграшки,1116.07,748,GammaTrade 2,supplier28@trade.com,+380823575860,Україна
Помада 930,Меблі,2309.61,300,DeltaGoods 2,supplier29@trade.com,+380616445110,Китай
Шампунь 931,Меблі,165.35,958,EpsilonMarket 2,supplier30@trade.com,+380633121802,Туреччина
Чай 932,Електроніка,4344.47,287,ZetaSupply 2,supplier31@trade.com,+380902140937,Туреччина
Кросівки 933,Авто,1266.36,805,EtaCommerce 2,supplier32@trade.com,+380690148601,Франція
Планшет 934,Книги,1203.4,474,ThetaLogistics 2,supplier33@trade.com,+380522112846,Україна
Монітор 935,Продукти харчування,2769.01,842,IotaRetail 2,supplier34@trade.com,+380712493577,Україна
Клавіатура 936,Побутова хімія,4665.54,244,KappaStore 2,supplier35@trade.com,+380837915176,Німеччина
Мишка 937,Побутова хімія,3165.8,388,LambdaHub 2,supplier36@trade.com,+380986783818,США
Рюкзак 938,Одяг,2830.78,314,MuDistrib 2,supplier37@trade.com,+380979992880,Китай
Куртка 939,Електроніка,1336.1,344,NuSupplies 2,supplier38@trade.com,+380550874078,Україна
Холодильник 940,Продукти харчування,1703.5,310,XiNetwork 2,supplier39@trade.com,+380968192167,Франція
Смартфон 941,Іграшки,2799.59,344,TechSupply UA 3,supplier40@trade.com,+380771593929,Китай
Ноутбук 942,Книги,1638.03,588,EcoGoods Ltd 3,supplier41@trade.com,+380584495002,США
Футболка 943,Спорт та відпочинок,1870.3,904,GlobalMart 3,supplier42@trade.com,+380593874830,Україна
Джинси 944,Авто,3113.67,79,ProTrade Co 3,supplier43@trade.com,+380704729251,Німеччина
Кавоварка 945,Іграшки,4555.77,619,FastDelivery 3,supplier44@trade.com,+380529812884,Німеччина
Навушники 946,Авто,3860.74,52,MegaStock 3,supplier45@trade.com,+380842976506,Польща
Книга «947»,Авто,1742.83,535,AlphaWholesale 3,supplier46@trade.com,+380904252705,США
Крісло 948,Авто,2933.46,729,BetaDistrib 3,supplier47@trade.com,+380856102592,Франція
Велосипед 949,Іграшки,4299.28,661,GammaTrade 3,supplier48@trade.com,+380708531027,Франція
Помада 950,Спорт та відпочинок,2939.74,44,DeltaGoods 3,supplier49@trade.com,+380760529437,Польща
Шампунь 951,Побутова хімія,3486.39,120,TechSupply UA,supplier0@trade.com,+380607368827,Німеччина
Чай 952,Книги,4814.31,720,EcoGoods Ltd,supplier1@trade.com,+380835207186,Китай
Кросівки 953,Продукти харчування,206.6,838,GlobalMart,supplier2@trade.com,+380654527617,Туреччина
Планшет 954,Іграшки,2149.99,670,ProTrade Co,supplier3@trade.com,+380526910219,Україна
Монітор 955,Іграшки,4971.42,69,FastDelivery,supplier4@trade.com,+380820334794,США
Клавіатура 956,Меблі,4535.31,969,MegaStock,supplier5@trade.com,+380796034115,Туреччина
Мишка 957,Спорт та відпочинок,406.54,154,AlphaWholesale,supplier6@trade.com,+380723396513,Туреччина
Рюкзак 958,Книги,3575.69,805,BetaDistrib,supplier7@trade.com,+380716006248,Польща
Куртка 959,Спорт та відпочинок,3581.88,231,GammaTrade,supplier8@trade.com,+380820938217,Німеччина
Холодильник 960,Косметика,1219.67,950,DeltaGoods,supplier9@trade.com,+380908652236,Китай
Смартфон 961,Іграшки,3131.9,922,EpsilonMarket,supplier10@trade.com,+380652406182,Польща
Ноутбук 962,Спорт та відпочинок,4139.59,787,ZetaSupply,supplier11@trade.com,+380856596362,Польща
Футболка 963,Одяг,3926.38,936,EtaCommerce,supplier12@trade.com,+380699872406,Польща
Джинси 964,Продукти харчування,4137.05,570,ThetaLogistics,supplier13@trade.com,+380886668904,Туреччина
Кавоварка 965,Електроніка,3833.03,457,IotaRetail,supplier14@trade.com,+380683112911,Україна
Навушники 966,Меблі,3572.85,233,KappaStore,supplier15@trade.com,+380919132737,Німеччина
Книга «967»,Іграшки,2135.59,261,LambdaHub,supplier16@trade.com,+380644186980,Китай
Крісло 968,Спорт та відпочинок,2645.97,999,MuDistrib,supplier17@trade.com,+380586116144,Китай
Велосипед 969,Книги,4428.16,803,NuSupplies,supplier18@trade.com,+380532206979,Франція
Помада 970,Одяг,4067.57,520,XiNetwork,supplier19@trade.com,+380966001638,США
Шампунь 971,Косметика,2139.46,955,TechSupply UA 2,supplier20@trade.com,+380788633570,Китай
Чай 972,Косметика,887.64,493,EcoGoods Ltd 2,supplier21@trade.com,+380559889261,Китай
Кросівки 973,Одяг,4420.06,755,GlobalMart 2,supplier22@trade.com,+380513528495,Україна
Планшет 974,Електроніка,1450.11,80,ProTrade Co 2,supplier23@trade.com,+380929971814,Німеччина
Монітор 975,Меблі,2950.15,656,FastDelivery 2,supplier24@trade.com,+380502216650,Німеччина
Клавіатура 976,Спорт та відпочинок,1716.59,734,MegaStock 2,supplier25@trade.com,+380760427643,Польща
Мишка 977,Спорт та відпочинок,4995.88,472,AlphaWholesale 2,supplier26@trade.com,+380552199659,США
Рюкзак 978,Іграшки,18.33,611,BetaDistrib 2,supplier27@trade.com,+380945500034,Україна
Куртка 979,Продукти харчування,228.07,552,GammaTrade 2,supplier28@trade.com,+380823575860,Україна
Холодильник 980,Одяг,4564.24,107,DeltaGoods 2,supplier29@trade.com,+380616445110,Китай
Смартфон 981,Меблі,4520.44,99,EpsilonMarket 2,supplier30@trade.com,+380633121802,Туреччина
Ноутбук 982,Авто,2382.64,436,ZetaSupply 2,supplier31@trade.com,+380902140937,Туреччина
Футболка 983,Іграшки,2081.26,192,EtaCommerce 2,supplier32@trade.com,+380690148601,Франція
Джинси 984,Одяг,183.91,705,ThetaLogistics 2,supplier33@trade.com,+380522112846,Україна
Кавоварка 985,Спорт та відпочинок,1822.15,281,IotaRetail 2,supplier34@trade.com,+380712493577,Україна
Навушники 986,Продукти харчування,4289.6,609,KappaStore 2,supplier35@trade.com,+380837915176,Німеччина
Книга «987»,Спорт та відпочинок,387.66,24,LambdaHub 2,supplier36@trade.com,+380986783818,США
Крісло 988,Меблі,2388.14,26,MuDistrib 2,supplier37@trade.com,+380979992880,Китай
Велосипед 989,Косметика,3764.24,288,NuSupplies 2,supplier38@trade.com,+380550874078,Україна
Помада 990,Одяг,80.85,966,XiNetwork 2,supplier39@trade.com,+380968192167,Франція
Шампунь 991,Одяг,671.92,633,TechSupply UA 3,supplier40@trade.com,+380771593929,Китай
Чай 992,Іграшки,1920.38,532,EcoGoods Ltd 3,supplier41@trade.com,+380584495002,США
Кросівки 993,Спорт та відпочинок,4122.77,632,GlobalMart 3,supplier42@trade.com,+380593874830,Україна
Планшет 994,Авто,1946.75,41,ProTrade Co 3,supplier43@trade.com,+380704729251,Німеччина
Монітор 995,Електроніка,4951.77,98,FastDelivery 3,supplier44@trade.com,+380529812884,Німеччина
Клавіатура 996,Побутова хімія,4675.74,598,MegaStock 3,supplier45@trade.com,+380842976506,Польща
Мишка 997,Меблі,2857.14,326,AlphaWholesale 3,supplier46@trade.com,+380904252705,США
Рюкзак 998,Одяг,571.44,133,BetaDistrib 3,supplier47@trade.com,+380856102592,Франція
Куртка 999,Одяг,3870.59,645,GammaTrade 3,supplier48@trade.com,+380708531027,Франція
Холодильник 1000,Побутова хімія,484.75,816,DeltaGoods 3,supplier49@trade.com,+380760529437,Польща
Смартфон 1001,Косметика,885.12,582,TechSupply UA,supplier0@trade.com,+380607368827,Німеччина
Ноутбук 1002,Авто,905.33,533,EcoGoods Ltd,supplier1@trade.com,+380835207186,Китай
Футболка 1003,Електроніка,1928.7,384,GlobalMart,supplier2@trade.com,+380654527617,Туреччина
Джинси 1004,Одяг,1340.34,396,ProTrade Co,supplier3@trade.com,+380526910219,Україна
Кавоварка 1005,Спорт та відпочинок,1547.82,23,FastDelivery,supplier4@trade.com,+380820334794,США
Навушники 1006,Меблі,4108.17,315,MegaStock,supplier5@trade.com,+380796034115,Туреччина
Книга «1007»,Продукти харчування,4003.33,772,AlphaWholesale,supplier6@trade.com,+380723396513,Туреччина
Крісло 1008,Електроніка,2981.11,948,BetaDistrib,supplier7@trade.com,+380716006248,Польща
Велосипед 1009,Продукти харчування,1733.99,196,GammaTrade,supplier8@trade.com,+380820938217,Німеччина
Помада 1010,Книги,3861.59,110,DeltaGoods,supplier9@trade.com,+380908652236,Китай
Шампунь 1011,Продукти харчування,4543.81,651,EpsilonMarket,supplier10@trade.com,+380652406182,Польща
Чай 1012,Побутова хімія,4901.19,557,ZetaSupply,supplier11@trade.com,+380856596362,Польща
Кросівки 1013,Авто,1413.54,553,EtaCommerce,supplier12@trade.com,+380699872406,Польща
Планшет 1014,Спорт та відпочинок,4382.91,100,ThetaLogistics,supplier13@trade.com,+380886668904,Туреччина
Монітор 1015,Іграшки,4065.19,134,IotaRetail,supplier14@trade.com,+380683112911,Україна
Клавіатура 1016,Іграшки,3995.58,400,KappaStore,supplier15@trade.com,+380919132737,Німеччина
Мишка 1017,Косметика,4313.87,53,LambdaHub,supplier16@trade.com,+380644186980,Китай
Рюкзак 1018,Авто,1996.98,944,MuDistrib,supplier17@trade.com,+380586116144,Китай
Куртка 1019,Електроніка,4072.7,222,NuSupplies,supplier18@trade.com,+380532206979,Франція
Холодильник 1020,Одяг,2993.79,253,XiNetwork,supplier19@trade.com,+380966001638,США
Смартфон 1021,Електроніка,1176.08,14,TechSupply UA 2,supplier20@trade.com,+380788633570,Китай
Ноутбук 1022,Продукти харчування,314.25,706,EcoGoods Ltd 2,supplier21@trade.com,+380559889261,Китай
Футболка 1023,Книги,2474.5,401,GlobalMart 2,supplier22@trade.com,+380513528495,Україна
Джинси 1024,Меблі,982.7,764,ProTrade Co 2,supplier23@trade.com,+380929971814,Німеччина
Кавоварка 1025,Одяг,2994.07,762,FastDelivery 2,supplier24@trade.com,+380502216650,Німеччина
Навушники 1026,Одяг,1358.65,954,MegaStock 2,supplier25@trade.com,+380760427643,Польща
Книга «1027»,Авто,393.1,893,AlphaWholesale 2,supplier26@trade.com,+380552199659,США
Крісло 1028,Одяг,522.72,338,BetaDistrib 2,supplier27@trade.com,+380945500034,Україна
Велосипед 1029,Авто,891.09,790,GammaTrade 2,supplier28@trade.com,+380823575860,Україна
Помада 1030,Авто,4147.32,908,DeltaGoods 2,supplier29@trade.com,+380616445110,Китай
Шампунь 1031,Іграшки,4034.47,871,EpsilonMarket 2,supplier30@trade.com,+380633121802,Туреччина
Чай 1032,Продукти харчування,1611.93,260,ZetaSupply 2,supplier31@trade.com,+380902140937,Туреччина
Кросівки 1033,Одяг,4241.29,30,EtaCommerce 2,supplier32@trade.com,+380690148601,Франція
Планшет 1034,Авто,4579.67,16,ThetaLogistics 2,supplier33@trade.com,+380522112846,Україна
Монітор 1035,Авто,456.92,252,IotaRetail 2,supplier34@trade.com,+380712493577,Україна
Клавіатура 1036,Авто,1135.5,477,KappaStore 2,supplier35@trade.com,+380837915176,Німеччина
Мишка 1037,Косметика,674.54,313,LambdaHub 2,supplier36@trade.com,+380986783818,США
Рюкзак 1038,Електроніка,2895.47,585,MuDistrib 2,supplier37@trade.com,+380979992880,Китай
Куртка 1039,Продукти харчування,2293.61,466,NuSupplies 2,supplier38@trade.com,+380550874078,Україна
Холодильник 1040,Продукти харчування,4209.33,31,XiNetwork 2,supplier39@trade.com,+380968192167,Франція
Смартфон 1041,Книги,3362.33,319,TechSupply UA 3,supplier40@trade.com,+380771593929,Китай
Ноутбук 1042,Електроніка,3109.9,276,EcoGoods Ltd 3,supplier41@trade.com,+380584495002,США
Футболка 1043,Продукти харчування,2105.19,725,GlobalMart 3,supplier42@trade.com,+380593874830,Україна
Джинси 1044,Одяг,2614.16,815,ProTrade Co 3,supplier43@trade.com,+380704729251,Німеччина
Кавоварка 1045,Косметика,4265.33,787,FastDelivery 3,supplier44@trade.com,+380529812884,Німеччина
Навушники 1046,Книги,80.49,534,MegaStock 3,supplier45@trade.com,+380842976506,Польща
Книга «1047»,Електроніка,3552.18,669,AlphaWholesale 3,supplier46@trade.com,+380904252705,США
Крісло 1048,Спорт та відпочинок,919.18,67,BetaDistrib 3,supplier47@trade.com,+380856102592,Франція
Велосипед 1049,Спорт та відпочинок,4580.02,676,GammaTrade 3,supplier48@trade.com,+380708531027,Франція
Помада 1050,Авто,2935.73,409,DeltaGoods 3,supplier49@trade.com,+380760529437,Польща
